correct_word	non_word	len	space_or_hyphen	levenshtein	real_word_error
leg	lege	4	False	1	False
let's	lets	4	False	1	True
letter	teller	6	False	3	True
lie	liy	3	False	1	False
lifeboat	life_boat	9	False	1	False
lightning	ligthing	8	False	2	False
like	lichr	5	False	3	False
like	lik	3	False	1	False
like	look	4	False	3	True
liked	lick	4	False	3	True
likes	like	4	False	1	True
listen	listern	7	False	1	False
listened	lisinid	7	False	3	False
listening	lsning	6	False	3	False
little	litel	5	False	2	False
little	litte	5	False	1	False
lived	lifd	4	False	2	False
lived	live	4	False	1	True
load	lod	3	False	1	False
loads	loades	6	False	1	False
locked	lock	4	False	2	True
locked	lockEd	6	False	1	False
locker	loker	5	False	1	False
loneliest	lonlest	7	False	2	False
looked	look	4	False	2	True
looking	look	4	False	3	True
looks	look	4	False	1	True
lorries	lorry's	7	False	2	True
lorry	lord	4	False	2	True
lorry	lory	4	False	1	False
lose	loos	4	False	2	True
lose	los	3	False	1	False
loved	love	4	False	1	True
lovely	lovyley	7	False	2	False
lying	laying	6	False	1	True
made	mayd	4	False	2	False
main	mane	4	False	2	True
make	mack	4	False	2	False
make-up	macke_up	8	True	2	False
makes	mack	4	False	3	False
man	mae	3	False	1	False
man	mand	4	False	1	False
man	manh	4	False	1	False
man	may	3	False	1	True
man's	man	3	False	2	True
man's	mans	4	False	1	True
manager	maneger	7	False	1	False
mangels	manggles	8	False	2	False
manifold	many_fold	9	False	2	False
many	meay	4	False	2	False
many	meny	4	False	1	False
marge	marg	4	False	1	False
married	marrede	7	False	2	False
married	marreid	7	False	2	False
married	marrid	6	False	1	False
married	marryid	7	False	2	False
marshland	marshladn	9	False	2	False
mask	marsk	5	False	1	False
masks	marsks	6	False	1	False
matter	mater	5	False	1	True
me	we	2	False	1	True
meadow	meadoy	6	False	1	False
meadow	meddow	6	False	1	False
meadow	medow	5	False	1	False
meant	mean't	6	False	1	False
meet	me	2	False	2	True
men	man	3	False	1	True
metals	metet	5	False	3	False
middle	midal	5	False	2	False
middle	middal	6	False	2	False
midsummer	midsummer's	11	False	2	True
might	migth	5	False	2	False
might	mite	4	False	3	True
mine	my	2	False	3	True
minutes	mine	4	False	3	True
minutes	minetes	7	False	1	False
miring	morning	7	False	2	True
misfiring	miss_fireing	12	False	3	False
missed	miss	4	False	2	True
missed	mist	4	False	3	True
model	modal	5	False	1	True
model	molad	5	False	3	False
modelled	malod	5	False	5	False
monsieur	missiour	8	False	3	False
month's	month	5	False	2	True
months	monsth	6	False	2	False
months	month	5	False	1	True
months	mouth	5	False	2	True
more	moor	4	False	2	True
morning	moning	6	False	1	False
morning	morring	7	False	1	False
mother	morther	7	False	1	False
mother	mothers	7	False	1	True
mother	mouthr	6	False	2	False
motor-cruiser	motor-cruisr	12	True	1	False
motorbike	moter_bike	10	False	2	False
motorbike	motor_bike	10	False	1	False
mouse	moues	5	False	2	True
much	mush	4	False	1	True
mum's	mums	4	False	1	True
murder	murber	6	False	1	False
murdered	murbur	6	False	4	False
muscles	musirls	7	False	3	False
my	may	3	False	1	True
myself	my_self	7	False	1	False
myself	my_shelf	8	False	2	False
mystery	mistory	7	False	2	False
nanny	nana	4	False	2	False
near	nere	4	False	2	False
nearer	nerer	5	False	1	False
nearest	nearst	6	False	1	False
nearly	kneeling	8	False	6	True
nearly	neally	6	False	1	False
nearly	nealy	5	False	1	False
nearly	nely	4	False	2	False
nearly	nerly	5	False	1	False
nearly	niely	5	False	3	False
need	nede	4	False	2	False
needn't	nedent	6	False	3	False
needn't	needent	7	False	2	False
neighbour	nabour	6	False	4	False
nerves	nerve	5	False	1	True
nervous	nerves	6	False	2	True
never	knver	5	False	2	False
never	nether	6	False	2	True
never	neve	4	False	1	False
nevertheless	never_the_less	14	False	2	False
next	nest	4	False	1	True
night	tonight	7	False	2	True
nights	night	5	False	1	True
nights	nigth	5	False	2	False
ninety	ninty	5	False	1	False
nipped	niped	5	False	1	False
no	know	4	False	2	True
no	now	3	False	1	True
no	on	2	False	2	True
no one	know_on	7	True	4	False
no one	know_one	8	True	3	False
no one	not_one	7	True	2	False
no one	now_one	7	True	2	False
noise	nose	4	False	1	True
nor	nore	4	False	1	False
not	no	2	False	1	True
notes	nots	4	False	1	False
nuisance	nousant	7	False	4	False
nurses	nurse's	7	False	1	True
o'clock	O_clock	7	False	2	False
o'clock	o,_clock	8	False	2	False
o'clock	o_clock	7	False	1	False
o'clock	oclock	6	False	1	False
of	off	3	False	1	True
of	on	2	False	1	True
off	of	2	False	1	True
oh	ow	2	False	1	True
old	lod	3	False	2	False
old	ol	2	False	1	False
oldest	olddis	6	False	3	False
on	hn	2	False	1	False
on	hon	3	False	1	True
on	of	2	False	1	True
on	one	3	False	1	True
once	ones	4	False	2	True
once	own	3	False	3	True
once	wons	4	False	3	False
one	on	2	False	1	True
ones	wones	5	False	1	False
only	ony	3	False	1	False
opened	oped	4	False	2	True
opened	open	4	False	2	True
opened	opend	5	False	1	False
opened	opon	4	False	3	False
or	ot	2	False	1	False
orchard	orcher	6	False	2	False
ordinary	ordenrey	8	False	3	False
orphaned	ophoned	7	False	2	False
orphaned	orphaed	7	False	1	False
others	other	5	False	1	True
otherwise	other_wise	10	False	1	False
our	hour	4	False	1	True
our	ous	3	False	1	False
our	out	3	False	1	True
ourselves	and_selve	9	False	5	False
out	hot	3	False	2	True
out	ou	2	False	1	False
out	ouht	4	False	1	False
out	owt	3	False	1	False
outbreak	outdrak	7	False	2	False
outfit	out_fit	7	False	1	False
outfits	out_fits	8	False	1	False
outside	out_side	8	False	1	False
outside	out_sild	8	False	3	False
over	hover	5	False	1	True
over	ove	3	False	1	False
over	overy	5	False	1	False
paid	payed	5	False	2	True
painted	panted	6	False	1	True
pair	per	3	False	2	True
paralysed	paralised	9	False	1	False
parent's	parents	7	False	1	True
parents	prarents	8	False	1	False
parents	prerents	8	False	2	False
parts	pars	4	False	1	True
party	partey	6	False	1	False
past	pass	4	False	1	True
pathway	parth_way	9	False	2	False
pavement	pathment	8	False	2	False
pay	paid	4	False	2	True
pearls	pirls	5	False	2	False
peep	peope	5	False	2	False
peeped	peped	5	False	1	False
people	peolpe	6	False	2	False
people	pople	5	False	1	False
perhaps	prasp	5	False	4	False
person	peason	6	False	1	False
peter's	peter	5	False	2	True
peter's	peters	6	False	1	True
petrol	petal	5	False	2	True
phoned	phone	5	False	1	True
photo	phto	4	False	1	False
picked	pick	4	False	2	True
picked	picted	6	False	1	False
picked	piked	5	False	1	True
pickpocketing	pick_poketin	12	False	3	False
picture	pictuou	7	False	2	False
pictures	picture	7	False	1	True
pictures	pictyres	8	False	1	False
pictures	pitures	7	False	1	False
piece	pese	4	False	2	False
piece	pice	4	False	1	False
pigs'	pigs	4	False	1	True
plan	play	4	False	1	True
play	payer	5	False	3	True
player	playa	5	False	2	False
playing	play	4	False	3	True
please	pleace	6	False	1	False
please	pleas	5	False	1	True
ploughed	ploud	5	False	3	False
pockets	pocket	6	False	1	True
pointing	pooting	7	False	2	False
police	poicle	6	False	2	False
police	poilice	7	False	1	False
police	polic	5	False	1	False
policeman	police_man	10	False	1	False
policeman	policman	8	False	1	False
policemen	polce_men	9	False	2	False
policemen	police_men	10	False	1	False
policemen	policeman	9	False	1	True
pony	poney	5	False	1	False
popped	poped	5	False	1	False
possess	passess	7	False	1	False
postcards	post_cards	10	False	1	False
potatoes	potates	7	False	1	False
potatoes	potato	6	False	2	True
pounds	ponds	5	False	1	True
pounds	ponud	5	False	3	False
powder	pouder	6	False	1	False
prayer-book	prayerbook	10	True	1	False
pregnant	pregant	7	False	1	False
pregnant	pregnet	7	False	2	False
presents	present	7	False	1	True
prettiest	pretiest	8	False	1	False
prettiest	prettest	8	False	1	False
pretty	preety	6	False	1	False
prey	pray	4	False	1	True
principle	principl	8	False	1	False
prison	prisin	6	False	1	False
private	privait	7	False	2	False
probably	probally	8	False	1	False
proceeded	proceded	8	False	1	False
programme	programe	8	False	1	False
programmes	programes	9	False	1	False
prostitute	prostut	7	False	3	False
prowls	prouls	6	False	1	False
pulled	pull	4	False	2	True
punctuation	puntuation	10	False	1	False
push-bicycle	pusbycile	9	True	5	False
put	but	3	False	1	True
put	pht	3	False	1	False
put	pot	3	False	1	True
quarrel	qurral	6	False	2	False
queer	quere	5	False	2	False
questioned	question	8	False	2	True
quiet	quiert	6	False	1	False
quietly	quily	5	False	2	False
quietly	quitely	7	False	2	False
quit	quite	5	False	1	True
quite	quit	4	False	1	True
rabbits	rabbit	6	False	1	True
racing	raceing	7	False	1	False
radiator	radyator	8	False	1	False
ran	run	3	False	1	True
rapidly	raperly	7	False	2	False
reading	reding	6	False	1	False
ready	realy	5	False	1	False
ready	reddy	5	False	1	False
ready	redey	5	False	2	False
realized	realise	7	False	2	False
really	realy	5	False	1	False
really	reley	5	False	2	False
reap	reper	5	False	3	False
recognized	reconnised	10	False	2	False
refreshing	refection	9	False	5	True
registry	registery	9	False	1	False
replied	replid	6	False	1	False
reply	replie	6	False	2	False
retire	retier	6	False	2	False
reverse	reveirse	8	False	1	False
richer	recher	6	False	1	False
right	rigth	5	False	2	False
ring	rings	5	False	1	True
ripper's	ripper	6	False	2	True
road	rad	3	False	1	True
road	raod	4	False	2	False
road	rod	3	False	1	True
roars	rorse	5	False	2	False
roof	rhfn	4	False	3	False
rough	rought	6	False	1	False
rough	rougth	6	False	1	False
round	rownd	5	False	1	False
round about	roundabout	10	True	1	True
rounds	rouns	5	False	1	False
rowed	rowd	4	False	1	False
rumour	rumer	5	False	2	False
run	ran	3	False	1	True
run away	runaway	7	True	1	True
running	run	3	False	4	True
runway	runaway	7	False	1	True
rushed	rust	4	False	3	True
rustle	rusall	6	False	2	False
safely	safaly	6	False	1	False
said	sald	4	False	1	False
said	sed	3	False	2	False
said	sedn	4	False	3	False
said	seid	4	False	1	False
said	siad	4	False	2	False
said	sid	3	False	1	False
said	sidn	4	False	2	False
sailed	saled	5	False	1	False
sallies	sally	5	False	3	True
save	safe	4	False	1	True
saw	see	3	False	2	True
saw	soor	4	False	3	False
saw	sor	3	False	2	False
saw	sore	4	False	3	True
saw	sorw	4	False	2	False
saw	sow	3	False	1	True
say	said	4	False	2	True
says	sais	4	False	1	False
says	say	3	False	1	True
says	seis	4	False	2	False
scares	scards	6	False	1	False
school	shool	5	False	1	False
scream	scem	4	False	2	False
screen	seveen	6	False	2	False
sculpture	sculptor	8	False	2	True
sea	see	3	False	1	True
search	seach	5	False	1	False
seat	sat	3	False	1	True
second	sexeon	6	False	3	False
secretary	secutery	8	False	3	False
see	se	2	False	1	False
seeing	see	3	False	3	True
seemed	semed	5	False	1	False
sees	see	3	False	1	True
selfish	slevish	7	False	3	False
selling	seling	6	False	1	False
senor	senour	6	False	1	False
sex	ses	3	False	1	False
sexton	sixty_one	9	False	4	False
sexual	exual	5	False	1	False
sexual	sexul	5	False	1	False
shall	she	3	False	3	True
she	he	2	False	1	True
she	the	3	False	1	True
shillings	shilling	8	False	1	True
shining	shinning	8	False	1	True
shipwreck	ship_wreck	10	False	1	False
shone	shon	4	False	1	False
shoot	shot	4	False	1	True
shop	shap	4	False	1	False
shortened	shortend	8	False	1	False
shot	sot	3	False	1	True
should	shod	4	False	2	True
should	shoold	6	False	1	False
should	shoud	5	False	1	False
should	sould	5	False	1	False
shouted	shout	5	False	2	True
shouting	shout	5	False	3	True
shuffling	shufarling	10	False	2	False
shut up	shock	5	True	5	True
shy	shiy	4	False	1	False
sidecar	side_car	8	False	1	False
sidecar	side_care	9	False	2	False
signpost	sine_post	9	False	3	False
signpost	sing_post	9	False	2	False
simple	simpl	5	False	1	False
sing	sings	5	False	1	True
single	singl	5	False	1	False
siren	satren	6	False	2	False
sister	siter	5	False	1	False
sisters	sister	6	False	1	True
sitting	siting	6	False	1	True
skilfully	scill_filly	11	False	4	False
slammed	slander	7	False	3	True
slaughterhouse	slaughthouse	12	False	2	False
sleep	seph	4	False	3	False
sleep	slip	4	False	2	True
sleepy	sleepey	7	False	1	False
slowly	slolly	6	False	1	False
snakes	snake	5	False	1	True
sneaking	sneking	7	False	1	False
snooty	snoty	5	False	1	False
snow	snowe	5	False	1	False
soap	soape	5	False	1	False
soap	sope	4	False	2	False
sold	soled	5	False	1	True
some	shm	3	False	2	False
some	somes	5	False	1	False
some	sum	3	False	2	True
someone	some_on	7	False	2	False
someone	some_one	8	False	1	False
something	some_thing	10	False	1	False
something	somethick	9	False	2	False
something	somethink	9	False	1	False
something	somthing	8	False	1	False
something	sothing	7	False	2	False
sometimes	some_thime	10	False	3	False
sometimes	some_time	9	False	2	False
sometimes	some_times	10	False	1	False
sometimes	sometime	8	False	1	True
sometimes	sone_theme	10	False	5	False
somewhere	some_were	9	False	2	False
soon	son	3	False	1	True
soon	sone	4	False	2	False
sooner	sonner	6	False	1	False
sore	saw	3	False	3	True
sound	sownd	5	False	1	False
souvenir	suvenere	8	False	3	False
sows	sow	3	False	1	True
spawn	sporn	5	False	2	False
speaking	seking	6	False	2	False
special	spicil	6	False	2	False
spectators	spectatoes	10	False	1	False
spies	spys	4	False	2	False
splendid	splended	8	False	1	False
springs	spring	6	False	1	True
spun	spund	5	False	1	False
spy	spiy	4	False	1	False
square	squar	5	False	1	False
squeak	squick	6	False	2	False
stabbed	stabed	6	False	1	False
stairs	sairs	5	False	1	False
stairs	stars	5	False	1	True
stairs	sters	5	False	2	False
standard	stardnd	7	False	3	False
standing	staning	7	False	1	False
staring	stearing	8	False	1	False
stars	stare	5	False	1	True
start	starte	6	False	1	False
started	startes	7	False	1	False
started	straghted	9	False	3	False
starts	starst	6	False	2	False
starts	start	5	False	1	True
statement	statmeant	9	False	2	False
station	stastione	9	False	2	False
stayed	stad	4	False	2	False
stayed	stayd	5	False	1	False
steak	stack	5	False	2	True
steal	still	5	False	2	True
steering	stearing	8	False	1	False
step	stepe	5	False	1	False
stewing	stawing	7	False	1	False
stiff	stive	5	False	2	False
still	sill	4	False	1	True
stimulated	simulated	9	False	1	True
stinks	sticks	6	False	1	True
stole	stowl	5	False	2	False
stolen	stolon	6	False	1	True
stolen	stowle	6	False	2	False
stolen	stowlen	7	False	1	False
stopped	stop	4	False	3	True
stopped	stoped	6	False	1	False
stories	story	5	False	3	True
storms	stormes	7	False	1	False
story	hio	3	False	4	False
story	shio	4	False	4	False
story	sory	4	False	1	False
story	stors	5	False	1	False
straight	staidght	8	False	2	False
straight	strate	6	False	4	False
straight	stright	7	False	1	False
straw	storw	5	False	2	False
straw	strow	5	False	1	False
street	sterret	7	False	2	False
struggled	strogald	8	False	3	False
stuffy	stufy	5	False	1	False
sudden	suden	5	False	1	False
suddenly	senddly	7	False	4	False
suddenly	suddenel	8	False	2	False
suitable	surtebull	9	False	4	False
sun	son	3	False	1	True
sunk	sunck	5	False	1	False
suppose	sopose	6	False	2	False
suppose	surpose	7	False	1	False
sure	shore	5	False	2	True
swans	swan	4	False	1	True
sweets	swet	4	False	2	False
swirling	swaling	7	False	2	False
switched	switch	6	False	2	True
tadpoles	tadpolls	8	False	1	False
take	tack	4	False	2	True
take	thack	5	False	3	False
take	thak	4	False	2	False
taken	tackon	6	False	2	False
takes	tacks	5	False	2	True
takes	thak	4	False	3	False
taking	takeing	7	False	1	False
taking	thaing	6	False	2	False
talk	tallk	5	False	1	False
talk	torck	5	False	3	False
talk	tork	4	False	2	False
talked	tork	4	False	4	False
tape	tipped	6	False	3	True
taste	tast	4	False	1	False
teachers	teacher	7	False	1	True
teaches	teset	5	False	4	False
teddy boy	teddoy	6	True	3	False
teddy boy	tedeboy	7	True	3	False
teddy boys	teddyboys	9	True	1	False
teeth	theeat	6	False	3	False
telephoned	telephone	9	False	1	True
telephoned	telphoned	9	False	1	False
tell	teel	4	False	1	False
tense	tens	4	False	1	True
thanks	thank	5	False	1	True
that	theat	5	False	1	False
that's	thats	5	False	1	False
the	ge	2	False	2	False
the	he	2	False	1	True
the	th	2	False	1	False
the	thee	4	False	1	True
the	they	4	False	1	True
the	thoy	4	False	2	False
their	theer	5	False	1	False
their	there	5	False	2	True
their	they	4	False	2	True
their	thire	5	False	2	False
them	the	3	False	1	True
them	theme	5	False	1	True
them	then	4	False	1	True
themselves	them_souve	10	False	4	False
themselves	they_self	9	False	5	False
then	than	4	False	1	True
then	the	3	False	1	True
then	them	4	False	1	True
then	they	4	False	1	True
there	he	2	False	3	True
there	thaw	4	False	3	True
there	the	3	False	2	True
there	their	5	False	2	True
there	ther	4	False	1	False
there	they	4	False	2	True
there	thrar	5	False	3	False
there	thre	4	False	1	False
there'll	therell	7	False	1	False
there's	there	5	False	2	True
there's	theres	6	False	1	False
these	thoese	6	False	1	False
they	the	3	False	1	True
they	there	5	False	2	True
they	thrar	5	False	3	False
they	thror	5	False	3	False
they'll	theile	6	False	3	False
they'll	their	5	False	4	True
they're	there	5	False	2	True
thief	thif	4	False	1	False
thieves	theves	6	False	1	False
thing	think	5	False	1	True
things	think	5	False	2	True
things	thinks	6	False	1	True
think	thank	5	False	1	True
think	thing	5	False	1	True
think	tink	4	False	1	False
thinking	tinking	7	False	1	False
thomas	thomes	6	False	1	False
thought	thort	5	False	3	False
thought	thorugh	7	False	2	False
thought	thot	4	False	3	False
thought	though	6	False	1	True
thought	throught	8	False	1	False
three	thee	4	False	1	True
threw	frow	4	False	3	False
threw	through	7	False	4	True
through	throw	5	False	3	True
through	thruogth	8	False	3	False
throw	thorght	7	False	4	False
tied	tired	5	False	1	True
till	utill	5	False	1	False
time	thim	4	False	2	False
time	tim	3	False	1	False
tinned	tin	3	False	3	True
tip	tiper	5	False	2	False
tip	tope	4	False	2	False
tipped	tipe	4	False	2	False
to	qu	2	False	2	False
to	the	3	False	2	True
to	too	3	False	1	True
to	tow	3	False	1	True
to	two	3	False	1	True
together	to_gether	9	False	1	False
told	to	2	False	2	True
told	tod	3	False	1	False
told	toled	5	False	1	False
tomorrow	to_morrow	9	False	1	False
tomorrow	tommorrow	9	False	1	False
tongue	tung	4	False	3	False
tonight	to_night	8	False	1	False
tonight	to_nigth	8	False	3	False
tonight	tonigth	7	False	2	False
tonner	toner	5	False	1	True
too	to	2	False	1	True
too	two	3	False	1	True
took	thc	3	False	3	False
took	too	3	False	1	True
took	tuck	4	False	2	True
touched	toch	4	False	3	False
towards	towords	7	False	1	False
towel	towe	4	False	1	False
towers	tower	5	False	1	True
tractor	trator	6	False	1	False
tramp	tamp	4	False	1	True
tramp	trmp	4	False	1	False
tramps	trmp	4	False	2	False
trap	crat	4	False	2	False
trashy	tashie	6	False	3	False
treasure	thresher	8	False	5	True
treasure	tresure	7	False	1	False
tree	three	5	False	1	True
tree	treee	5	False	1	False
trees	tree	4	False	1	True
tried	trid	4	False	1	False
trouble	trobel	6	False	3	False
trouble	troefle	7	False	2	False
trouble	truble	6	False	1	False
trying	traing	6	False	1	False
trying	tring	5	False	1	False
trying	trining	7	False	2	False
trying	try	3	False	3	True
turn	tern	4	False	1	True
turn	turne	5	False	1	False
twenty one	twentone	8	True	2	False
two	to	2	False	1	True
uncle	unlce	5	False	2	False
unconscious	uncoshers	9	False	5	False
uncovered	an_cafferd	10	False	6	False
undergrowth	undergroth	10	False	1	False
underneath	under_nethe	11	False	3	False
unexpected	unispected	10	False	2	False
unfit	unfitt	6	False	1	False
unhealthy	on_hethy	8	False	4	False
until	uatill	6	False	2	False
until	untill	6	False	1	False
upon	apen	4	False	2	False
upon	apone	5	False	2	False
upstairs	up_stairs	9	False	1	False
us	hus	3	False	1	False
us	use	3	False	1	True
used	use't	5	False	2	False
used	ust	3	False	2	False
useful	usfull	6	False	2	False
usually	usally	6	False	1	False
vernacular	veracular	9	False	1	False
very	every	5	False	1	True
vet	vent	4	False	1	True
vet	vethn	5	False	2	False
vet	vethu	5	False	2	False
vet	vetin	5	False	2	False
volunteered	volonteered	11	False	1	False
waggon	wagon	5	False	1	True
wait	wat	3	False	1	False
wait	wate	4	False	2	False
wait	weight	6	False	3	True
waited	wated	5	False	1	False
waited	whated	6	False	2	False
waiting	waten	5	False	3	False
waiting	wating	6	False	1	False
waiting	whating	7	False	2	False
walked	walk	4	False	2	True
walked	wark	4	False	3	False
walked	warked	6	False	1	False
walked	wocer	5	False	4	False
walking	warking	7	False	1	False
wall	molh	4	False	3	False
wall	wah	3	False	2	False
want	wand	4	False	1	True
want	wat	3	False	1	False
want	whan't	6	False	2	False
want	whant	5	False	1	False
want	whon	4	False	3	False
want	whont	5	False	2	False
want	won't	5	False	2	True
want	wont	4	False	1	True
want	woth	4	False	3	False
wanted	whanted	7	False	1	False
wanted	whated	6	False	2	False
wanted	wonted	6	False	1	True
wants	want	4	False	1	True
warned	wornd	5	False	2	False
was	we	2	False	2	True
was	wos	3	False	1	False
wash	wosh	4	False	1	False
washed	wosh	4	False	3	False
wasn't	wasnt	5	False	1	False
wasn't	wastent	7	False	3	False
wasn't	whan't	6	False	2	False
wasn't	whdn't	6	False	2	False
watch	wach	4	False	1	False
watch	wacth	5	False	2	False
watch	wakh	4	False	2	False
watch	wash	4	False	2	True
watching	watcheing	9	False	1	False
water-rat	waterrat	8	True	1	False
wavy	wavey	5	False	1	False
we'll	wel	3	False	2	False
we'll	well	4	False	1	True
we'll	will	4	False	2	True
we're	were	4	False	1	True
weasel	wasel	5	False	1	False
weed	wead	4	False	1	False
week	weeke	5	False	1	False
weekends	week_ends	9	False	1	False
weekends	weekend	7	False	1	True
weeks	week	4	False	1	True
weeping	weping	6	False	1	False
weighed	wade	4	False	5	True
weighed	waid	4	False	4	False
weighing	waying	6	False	4	False
went	sent	4	False	1	True
went	wen	3	False	1	True
went	wend	4	False	1	True
went	wens	4	False	1	True
went	wet	3	False	1	True
went	weth	4	False	2	False
went	wetn	4	False	2	False
went	when	4	False	2	True
went	whenet	6	False	2	False
went	whent	5	False	1	False
went	wit	3	False	2	True
went	wnet	4	False	2	False
were	wher	4	False	2	False
were	where	5	False	1	True
weren't	were'nt	7	False	2	False
weren't	wern't	6	False	1	False
weren't	whernt	6	False	3	False
wet	weat	4	False	1	False
what	want	4	False	2	True
what	wat	3	False	1	False
what	wate	4	False	2	False
what	wath	4	False	2	False
what	wha't	5	False	1	False
what	whate	5	False	1	False
what	whats	5	False	1	True
what	whot	4	False	1	False
what	wot	3	False	2	True
what's	what	4	False	2	True
what's	whats	5	False	1	True
whatever	what_ever	9	False	1	False
wheel	weel	4	False	1	False
when	wen	3	False	1	True
when	went	4	False	2	True
when	whe	3	False	1	False
when	where	5	False	2	True
where	were	4	False	1	True
wherever	were_ever	9	False	3	False
wherever	where_ever	10	False	2	False
which	wich	4	False	1	False
which	witch	5	False	2	True
while	wil	3	False	2	False
whiskey	wiskey	6	False	1	False
whistle	wiscell	7	False	4	False
whistled	wisheld	7	False	4	False
white	withe	5	False	2	True
who	how	3	False	2	True
whoever's	who_evers	9	False	2	False
whose	hows	4	False	3	True
whose	who	3	False	2	True
will	we'll	5	False	2	True
wiped	wippd	5	False	1	False
witch	wich	4	False	1	False
witch	wiche	5	False	2	False
with	wiht	4	False	2	False
with	wis	3	False	2	False
without	with_out	8	False	1	False
woke	wok	3	False	1	True
woman	wamon	5	False	2	False
woman	women	5	False	1	True
woman	womon	5	False	1	False
won	one	3	False	2	True
won't	won	3	False	2	True
won't	wont	4	False	1	True
wonder	wund	4	False	3	False
wonder	wunder	6	False	1	False
wondered	wonder	6	False	2	True
wonderful	wondoful	8	False	2	False
working	work	4	False	3	True
workmen	work_men	8	False	1	False
works	wonrs	5	False	2	False
works	work	4	False	1	True
works	wors	4	False	1	False
worm	worme	5	False	1	False
worried	worid	5	False	2	False
worried	worred	6	False	1	False
worry	worye	5	False	2	False
write	rite	4	False	1	True
writing	writeing	8	False	1	False
wrong	ron	3	False	2	False
wrong	rong	4	False	1	False
wrong	wong	4	False	1	False
wrote	roat	4	False	3	False
yankee	yanky	5	False	2	False
years	year	4	False	1	True
years	yers	4	False	1	False
yes	yess	4	False	1	False
yes	yet	3	False	1	True
yet	yeth	4	False	1	False
you	yew	3	False	2	True
you	your	4	False	1	True
you	yow	3	False	1	True
you'll	you	3	False	3	True
you'll	your	4	False	3	True
you're	your	4	False	2	True
you're	yow	3	False	4	True
you've	you	3	False	3	True
young	yung	4	False	1	False
your	yor	3	False	1	False
your	you	3	False	1	True
your	youre	5	False	1	False
yours	you	3	False	2	True
yours	yourns	6	False	1	False
yourself	your_self	9	False	1	False
yourself	your_sleve	10	False	4	False
yourself	yourseff	8	False	1	False
